Report Number,Report Date,Occurred From,Occurred To,Address,City,State,ZIP,Latitude,Longitude,Offense,NIBRS Code,Office Status,Reporting Officer Name,District,(9) Location Type,(8a) Bias Motivated Crime
23-00042,01/04/2023 1651,01/04/2023 1600,01/04/2023 1630,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC CORRECTIONS OFFICER,13A,INVESTIGATIVE,Dep. J. Atty,9,15,88
23-00042,01/04/2023 1651,01/04/2023 1600,01/04/2023 1630,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC CORRECTIONS OFFICER,13A,INVESTIGATIVE,Dep. J. Atty,9,15,88
23-00043,01/04/2023 1840,01/04/2023 1758,01/04/2023 1810,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13B,INVESTIGATIVE,Dep. J. Atty,9,15,88
23-00043,01/04/2023 1840,01/04/2023 1758,01/04/2023 1810,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13B,INVESTIGATIVE,Dep. J. Atty,9,15,88
23-00044,01/04/2023 1815,01/04/2023 1815,01/04/2023 1951,1534 N SEMINOLE DR  ,INDEPENDENCE,MO,64058,,,BURGLARY - 2ND DEGREE,220,INCIDENT,Dep. J. Deal,1,20,88
23-00044,01/04/2023 1815,01/04/2023 1815,01/04/2023 1951,1534 N SEMINOLE DR  ,INDEPENDENCE,MO,64058,,,BURGLARY - 2ND DEGREE,220,INCIDENT,Dep. J. Deal,1,20,88
23-00045,01/04/2023 1957,01/04/2023 0000,01/04/2023 2025,24212 S POINDEXTER ST  ,LEES SUMMIT,MO,64086,,,INFORMATION REPORT,,INCIDENT,Dep. K. Ford,4,,
23-00045,01/04/2023 1957,01/04/2023 0000,01/04/2023 2025,24212 S POINDEXTER ST  ,LEES SUMMIT,MO,64086,,,INFORMATION REPORT,,INCIDENT,Dep. K. Ford,4,,
23-00046,01/04/2023 2223,01/04/2023 1925,01/04/2023 1929,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC CORRECTIONS OFFICER,13B,INACTIVE,DEP. P. LY,,15,88
23-00046,01/04/2023 2223,01/04/2023 1925,01/04/2023 1929,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC CORRECTIONS OFFICER,13B,INACTIVE,DEP. P. LY,,15,88
23-00047,01/04/2023 2151,01/04/2023 2151,01/05/2023 0104,408  CHICAGO AVE  ,SIBLEY,MO,64088,,,CIT REFERRAL,,INCIDENT,Dep. Coby,,20,88
23-00047,01/04/2023 2151,01/04/2023 2151,01/05/2023 0104,408  CHICAGO AVE  ,SIBLEY,MO,64088,,,CIT REFERRAL,,INCIDENT,Dep. Coby,,20,88
23-00048,01/05/2023 0215,01/05/2023 0215,01/05/2023 0258,  E TRUMAN RD / JACKSON AVE  ,KANSAS CITY,MO,,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,,INCIDENT,Dep. K. Ford,8,,
23-00048,01/05/2023 0215,01/05/2023 0215,01/05/2023 0258,  E TRUMAN RD / JACKSON AVE  ,KANSAS CITY,MO,,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,,INCIDENT,Dep. K. Ford,8,,
23-00049,01/05/2023 0933,01/05/2023 0730,01/05/2023 1001,101 N KANSAS ST  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,DEP. D. LOPEZ,,,
23-00049,01/05/2023 0933,01/05/2023 0730,01/05/2023 1001,101 N KANSAS ST  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,DEP. D. LOPEZ,,,
23-00050,01/05/2023 0932,01/05/2023 0800,01/05/2023 0830,1224 W SOUTH AVE  ,INDEPENDENCE,MO,64050,,,FRAUDULENT LIEN WAIVER,250,INVESTIGATIVE,DEP. D. RUFFIN,,11,88
23-00050,01/05/2023 0932,01/05/2023 0800,01/05/2023 0830,1224 W SOUTH AVE  ,INDEPENDENCE,MO,64050,,,FRAUDULENT LIEN WAIVER,250,INVESTIGATIVE,DEP. D. RUFFIN,,11,88
23-00051,01/05/2023 1036,01/05/2023 0943,01/05/2023 1227,1315 E LOCUST  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,Dep. M. Banks,,,
23-00051,01/05/2023 1036,01/05/2023 0943,01/05/2023 1227,1315 E LOCUST  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,Dep. M. Banks,,,
23-00052,01/05/2023 0936,01/05/2023 0230,01/05/2023 0400,39103 E GRAYUM RD  ,LONE JACK,MO,64070,,,VIOL ORDER PROTECTION FOR ADULT,90Z,INVESTIGATIVE,DEP. B. SMITH,4,,
23-00052,01/05/2023 0936,01/05/2023 0230,01/05/2023 0400,39103 E GRAYUM RD  ,LONE JACK,MO,64070,,,ABUSE OF CHILD,,INVESTIGATIVE,DEP. B. SMITH,4,,
23-00052,01/05/2023 0936,01/05/2023 0230,01/05/2023 0400,39103 E GRAYUM RD  ,LONE JACK,MO,64070,,,"SODOMY OR ATTEMPTED, 1ST DEGREE - SERIOUS PHYSICAL INJURY/DISPLAYS DEADLY WEAPON",11B,INVESTIGATIVE,DEP. B. SMITH,4,20,88
23-00052,01/05/2023 0936,01/05/2023 0230,01/05/2023 0400,39103 E GRAYUM RD  ,LONE JACK,MO,64070,,,STALKING - 1ST DEGREE - 1ST OFFENSE,,INVESTIGATIVE,DEP. B. SMITH,4,,
23-00052,01/05/2023 0936,01/05/2023 0230,01/05/2023 0400,39103 E GRAYUM RD  ,LONE JACK,MO,64070,,,DOMESTIC ASSAULT - 2ND DEGREE,,INVESTIGATIVE,DEP. B. SMITH,4,,
23-00052,01/05/2023 0936,01/05/2023 0230,01/05/2023 0400,39103 E GRAYUM RD  ,LONE JACK,MO,64070,,,VIOL ORDER PROTECTION FOR ADULT,90Z,INVESTIGATIVE,DEP. B. SMITH,4,,
23-00052,01/05/2023 0936,01/05/2023 0230,01/05/2023 0400,39103 E GRAYUM RD  ,LONE JACK,MO,64070,,,ABUSE OF CHILD,,INVESTIGATIVE,DEP. B. SMITH,4,,
23-00052,01/05/2023 0936,01/05/2023 0230,01/05/2023 0400,39103 E GRAYUM RD  ,LONE JACK,MO,64070,,,"SODOMY OR ATTEMPTED, 1ST DEGREE - SERIOUS PHYSICAL INJURY/DISPLAYS DEADLY WEAPON",11B,INVESTIGATIVE,DEP. B. SMITH,4,20,88
23-00052,01/05/2023 0936,01/05/2023 0230,01/05/2023 0400,39103 E GRAYUM RD  ,LONE JACK,MO,64070,,,STALKING - 1ST DEGREE - 1ST OFFENSE,,INVESTIGATIVE,DEP. B. SMITH,4,,
23-00052,01/05/2023 0936,01/05/2023 0230,01/05/2023 0400,39103 E GRAYUM RD  ,LONE JACK,MO,64070,,,DOMESTIC ASSAULT - 2ND DEGREE,,INVESTIGATIVE,DEP. B. SMITH,4,,
23-00053,01/05/2023 1145,01/01/2021 0800,01/05/2023 0800,1315  LOCUST ST  100,KANSAS CITY,MO,64106,,,FAIL REG AS SEX OFF PER 589.400-425 W/ UNCLASS FEL PER 566 - A/B FEL OR FEL <14,90Z,INVESTIGATIVE,DEP. M. ESTRADA,,,
23-00053,01/05/2023 1145,01/01/2021 0800,01/05/2023 0800,1315  LOCUST ST  100,KANSAS CITY,MO,64106,,,FAIL REG AS SEX OFF PER 589.400-425 W/ UNCLASS FEL PER 566 - A/B FEL OR FEL <14,90Z,INVESTIGATIVE,DEP. M. ESTRADA,,,
23-00054,01/05/2023 1132,01/05/2023 1100,01/05/2023 1230,1315 E LOCUST STREET  ,KANSAS CITY,MO,,,,ARREST REPORT,,INVESTIGATIVE,DEP. J. SOUDERS,,,
23-00054,01/05/2023 1132,01/05/2023 1100,01/05/2023 1230,1315 E LOCUST STREET  ,KANSAS CITY,MO,,,,ARREST REPORT,,INVESTIGATIVE,DEP. J. SOUDERS,,,
23-00055,01/05/2023 1030,01/05/2023 1030,01/05/2023 1232,10 S WATER ST  ,LIBERTY,MO,64068,,,ARREST REPORT,,ARREST,DEP. D. HILL,,,
23-00055,01/05/2023 1030,01/05/2023 1030,01/05/2023 1232,10 S WATER ST  ,LIBERTY,MO,64068,,,ARREST REPORT,,ARREST,DEP. D. HILL,,,
23-00056,01/05/2023 1258,01/05/2023 1015,01/05/2023 1259,415  MAIN ST  ,PLATTE CITY,MO,64079,,,ARREST REPORT,,ARREST,DEP. G. HESSENFLOW,,,
23-00056,01/05/2023 1258,01/05/2023 1015,01/05/2023 1259,415  MAIN ST  ,PLATTE CITY,MO,64079,,,ARREST REPORT,,ARREST,DEP. G. HESSENFLOW,,,
23-00057,01/05/2023 1308,01/05/2023 1000,01/05/2023 1308,6015  3 RD ST  ,LEAVENWORTH,KS,66048,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-00057,01/05/2023 1308,01/05/2023 1000,01/05/2023 1308,6015  3 RD ST  ,LEAVENWORTH,KS,66048,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-00058,01/05/2023 1118,01/05/2023 1118,01/05/2023 1346,308 W KANSAS AVE  ,INDEPENDENCE,,,,,ARREST REPORT,,ARREST,DEP. T. HERRMANN,,,
23-00058,01/05/2023 1118,01/05/2023 1118,01/05/2023 1346,308 W KANSAS AVE  ,INDEPENDENCE,,,,,ARREST REPORT,,ARREST,DEP. T. HERRMANN,,,
23-00059,01/05/2023 1428,01/05/2023 1415,01/05/2023 1430,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,,INCIDENT,DEP. W.A. TYE,9,,
23-00059,01/05/2023 1428,01/05/2023 1415,01/05/2023 1430,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,INFORMATION REPORT,,INCIDENT,DEP. W.A. TYE,9,,
23-00060,01/05/2023 1343,01/05/2023 1343,,21208 E COURTNEY ATHERTON RD  ,INDEPENDENCE,MO,64058,,,DEAD BODY,,INCIDENT,Dep. E. Herron,,,
23-00060,01/05/2023 1343,01/05/2023 1343,,21208 E COURTNEY ATHERTON RD  ,INDEPENDENCE,MO,64058,,,DEAD BODY,,INCIDENT,Dep. E. Herron,,,
23-00061,01/05/2023 1510,01/05/2023 1510,01/05/2023 1529,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,90Z,ARREST,Dep. B. Ingram,9,11,88
23-00061,01/05/2023 1510,01/05/2023 1510,01/05/2023 1529,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,90Z,ARREST,Dep. B. Ingram,9,11,88
23-00062,01/05/2023 1539,01/04/2023 1200,01/05/2023 1626,37701 E HILLSIDE SCHOOL RD  ,OAK GROVE,MO,64075,,,FRAUD USE CREDIT/DEBIT-LESS $500,26B,INCIDENT,Dep. M. Wicks,3,24,88
23-00062,01/05/2023 1539,01/04/2023 1200,01/05/2023 1626,37701 E HILLSIDE SCHOOL RD  ,OAK GROVE,MO,64075,,,FRAUD USE CREDIT/DEBIT-LESS $500,26B,INCIDENT,Dep. M. Wicks,3,24,88
23-00063,01/05/2023 1711,01/05/2023 1711,01/05/2023 1820,1859 S FARLEY AVE  ,KANSAS CITY,MO,64126,,,ASSAULT,13A,INCIDENT,Dep. J. Deal,5,20,88
23-00063,01/05/2023 1711,01/05/2023 1711,01/05/2023 1820,1859 S FARLEY AVE  ,KANSAS CITY,MO,64126,,,ASSAULT,13A,INCIDENT,Dep. J. Deal,5,20,88
23-00064,01/05/2023 1629,01/05/2023 1809,01/05/2023 1830,18612 E SHOSHONE DR  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,Dep. Coby,1,,
23-00064,01/05/2023 1629,01/05/2023 1809,01/05/2023 1830,18612 E SHOSHONE DR  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,Dep. Coby,1,,
23-00065,01/05/2023 1753,11/01/2022 1100,11/16/2022 0000,9006 E 22ND TER  ,KANSAS CITY,MO,64126,,,PROP DAMG 1ST-MV INTENT TO STEAL,23D,INVESTIGATIVE,DEP. P. LY,5,19,88
23-00065,01/05/2023 1753,11/01/2022 1100,11/16/2022 0000,9006 E 22ND TER  ,KANSAS CITY,MO,64126,,,PROP DAMG 1ST-MV INTENT TO STEAL,23D,INVESTIGATIVE,DEP. P. LY,5,19,88
23-00066,01/06/2023 0023,01/06/2023 0023,01/06/2023 0045, W 39/LYNN  ,INDEPENDENCE,MO,,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,,INCIDENT,Dep. K. Ford,8,,
23-00066,01/06/2023 0023,01/06/2023 0023,01/06/2023 0045, W 39/LYNN  ,INDEPENDENCE,MO,,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,,INCIDENT,Dep. K. Ford,8,,
23-00067,01/06/2023 0039,01/06/2023 0039,01/06/2023 0129,9006 E 22ND TER  ,BLUE SUMMIT,MO,64126,,,TRESPASS,90J,INVESTIGATIVE,Dep. G.Pasalich,5,19,99
23-00067,01/06/2023 0039,01/06/2023 0039,01/06/2023 0129,9006 E 22ND TER  ,BLUE SUMMIT,MO,64126,,,TRESPASS,90J,INVESTIGATIVE,Dep. G.Pasalich,5,19,99
23-00068,01/06/2023 0122,01/06/2023 0122,01/06/2023 0210,  MAIN ST AND 36TH ST  ,KANSAS CITY,MO,64111,,,CARLESS & IMPRUDENT DRIVING,90Z,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-00068,01/06/2023 0122,01/06/2023 0122,01/06/2023 0210,  MAIN ST AND 36TH ST  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-00068,01/06/2023 0122,01/06/2023 0122,01/06/2023 0210,  MAIN ST AND 36TH ST  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-00068,01/06/2023 0122,01/06/2023 0122,01/06/2023 0210,  MAIN ST AND 36TH ST  ,KANSAS CITY,MO,64111,,,CARLESS & IMPRUDENT DRIVING,90Z,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-00069,01/06/2023 0127,01/06/2023 0127,01/06/2023 0212,  SUMMIT ST AT 39TH ST  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-00069,01/06/2023 0127,01/06/2023 0127,01/06/2023 0212,  SUMMIT ST AT 39TH ST  ,KANSAS CITY,MO,64111,,,EXCEEDED POSTED SPEED LIMIT,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-00069,01/06/2023 0127,01/06/2023 0127,01/06/2023 0212,  SUMMIT ST AT 39TH ST  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-00069,01/06/2023 0127,01/06/2023 0127,01/06/2023 0212,  SUMMIT ST AT 39TH ST  ,KANSAS CITY,MO,64111,,,EXCEEDED POSTED SPEED LIMIT,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-00070,01/06/2023 0151,01/06/2023 0151,01/06/2023 0231,  BLUE RIDGE BLVD / PITCHER RD  ,KANSAS CITY,MO,,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,,INCIDENT,Dep. K. Ford,,,
23-00070,01/06/2023 0151,01/06/2023 0151,01/06/2023 0231,  BLUE RIDGE BLVD / PITCHER RD  ,KANSAS CITY,MO,,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,,INCIDENT,Dep. K. Ford,,,
23-00071,01/06/2023 0207,01/06/2023 0207,01/06/2023 0304,  35N/BROADWAY  ,KANSAS CITY,MO,64108,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00071,01/06/2023 0207,01/06/2023 0207,01/06/2023 0304,  35N/BROADWAY  ,KANSAS CITY,MO,64108,,,CHANGE LANE-NOT SAFE,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00071,01/06/2023 0207,01/06/2023 0207,01/06/2023 0304,  35N/BROADWAY  ,KANSAS CITY,MO,64108,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00071,01/06/2023 0207,01/06/2023 0207,01/06/2023 0304,  35N/BROADWAY  ,KANSAS CITY,MO,64108,,,CHANGE LANE-NOT SAFE,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00072,01/06/2023 0226,01/06/2023 0226,01/06/2023 0332,2301 S HOLMES ST  ,KANSAS CITY,MO,64126,,,PROBATE WARRANT,90Z,ARREST,Dep. Coby,,11,88
23-00072,01/06/2023 0226,01/06/2023 0226,01/06/2023 0332,2301 S HOLMES ST  ,KANSAS CITY,MO,64126,,,PROBATE WARRANT,90Z,ARREST,Dep. Coby,,11,88
23-00073,01/06/2023 0254,01/06/2023 0254,01/06/2023 0317,  BROADWAY/35  ,KANSAS CITY,MO,64111,,,EXCEEDED POSTED SPEED LIMIT,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-00073,01/06/2023 0254,01/06/2023 0254,01/06/2023 0317,  BROADWAY/35  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-00073,01/06/2023 0254,01/06/2023 0254,01/06/2023 0317,  BROADWAY/35  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-00073,01/06/2023 0254,01/06/2023 0254,01/06/2023 0317,  BROADWAY/35  ,KANSAS CITY,MO,64111,,,EXCEEDED POSTED SPEED LIMIT,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-00074,01/06/2023 0153,01/06/2023 0153,,2109  ASHLAND AVE  ,KANSAS CITY,MO,64126,,,STRUCTURE FIRE,,INCIDENT,DEP. P. LY,5,,
23-00074,01/06/2023 0153,01/06/2023 0153,,2109  ASHLAND AVE  ,KANSAS CITY,MO,64126,,,STRUCTURE FIRE,,INCIDENT,DEP. P. LY,5,,
23-00075,01/06/2023 1033,01/01/2023 1300,01/01/2023 1700,1901 NW BLUE PKWY  ,LEES SUMMIT,MO,64063,,,STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE,23F,INCIDENT,DEP. G. MILLER,,25,88
23-00075,01/06/2023 1033,01/01/2023 1300,01/01/2023 1700,1901 NW BLUE PKWY  ,LEES SUMMIT,MO,64063,,,STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE,23F,INCIDENT,DEP. G. MILLER,,25,88
23-00076,01/06/2023 1051,01/06/2023 0850,01/06/2023 1052,101 N KANSAS  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-00076,01/06/2023 1051,01/06/2023 0850,01/06/2023 1052,101 N KANSAS  ,OLATHE,KS,66061,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-00077,01/06/2023 0954,01/06/2023 0954,01/06/2023 1101,36511 E TRUMAN RD  ,OAK GROVE,MO,64075,,,INFORMATION REPORT,,INCIDENT,DEP. J. DAVIDSON,,,
23-00077,01/06/2023 0954,01/06/2023 0954,01/06/2023 1101,36511 E TRUMAN RD  ,OAK GROVE,MO,64075,,,INFORMATION REPORT,,INCIDENT,DEP. J. DAVIDSON,,,
23-00078,01/06/2023 1110,01/06/2023 1110,01/06/2023 1115,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ASSAULT,13C,INCIDENT,Dep. B. Ingram,9,11,88
23-00078,01/06/2023 1110,01/06/2023 1110,01/06/2023 1115,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ASSAULT,13C,INCIDENT,Dep. B. Ingram,9,11,88
23-00079,01/06/2023 1049,01/06/2023 1049,01/06/2023 1146,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,DEP. A. MORRIS,,,
23-00079,01/06/2023 1049,01/06/2023 1049,01/06/2023 1146,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,DEP. A. MORRIS,,,
23-00080,01/06/2023 1316,,,    ,,,,,,,,,SGT. A. KELLEY,,,
23-00080,01/06/2023 1316,,,    ,,,,,,,,,SGT. A. KELLEY,,,
23-00081,01/06/2023 1327,01/06/2023 0700,01/06/2023 1334,132  DAVID ST  ,FORSYTH,MO,65653,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-00081,01/06/2023 1327,01/06/2023 0700,01/06/2023 1334,132  DAVID ST  ,FORSYTH,MO,65653,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-00082,01/06/2023 1424,01/06/2023 1424,01/06/2023 1424,308 W KANSAS  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,90Z,ARREST,Dep. B. Ingram,9,11,88
23-00082,01/06/2023 1424,01/06/2023 1424,01/06/2023 1424,308 W KANSAS  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,90Z,ARREST,Dep. B. Ingram,9,11,88
23-00083,01/06/2023 1454,12/19/2022 1200,01/06/2023 1625,26705 E ARGO RD  ,INDEPENDENCE,MO,64057,,,STEALING - ALL OTHER PROPERTY UNDER 570.030.5 (3),23A,INVESTIGATIVE,DEP. J. DAVIDSON,,,
23-00083,01/06/2023 1454,12/19/2022 1200,01/06/2023 1625,26705 E ARGO RD  ,INDEPENDENCE,MO,64057,,,DUMPING PROHIBITED,,INVESTIGATIVE,DEP. J. DAVIDSON,,,
23-00083,01/06/2023 1454,12/19/2022 1200,01/06/2023 1625,26705 E ARGO RD  ,INDEPENDENCE,MO,64057,,,STEALING - ALL OTHER PROPERTY UNDER 570.030.5 (3),23A,INVESTIGATIVE,DEP. J. DAVIDSON,,,
23-00083,01/06/2023 1454,12/19/2022 1200,01/06/2023 1625,26705 E ARGO RD  ,INDEPENDENCE,MO,64057,,,DUMPING PROHIBITED,,INVESTIGATIVE,DEP. J. DAVIDSON,,,
23-00084,01/06/2023 1546,01/06/2023 1420,01/06/2023 1430,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC CORRECTIONS OFFICER,13A,INVESTIGATIVE,DEP. C. STEWART,5,15,88
23-00084,01/06/2023 1546,01/06/2023 1420,01/06/2023 1430,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC CORRECTIONS OFFICER,13A,INVESTIGATIVE,DEP. C. STEWART,5,15,88
23-00085,01/06/2023 1623,01/06/2023 0800,01/06/2023 1623,1509 N PONCA DR  ,INDEPENDENCE,MO,64058,,,HARASSMENT - 1ST DEGREE,13C,INVESTIGATIVE,Dep. M. Huff,1,53,88
23-00085,01/06/2023 1623,01/06/2023 0800,01/06/2023 1623,1509 N PONCA DR  ,INDEPENDENCE,MO,64058,,,HARASSMENT - 1ST DEGREE,13C,INVESTIGATIVE,Dep. M. Huff,1,53,88
23-00086,01/06/2023 1518,01/06/2023 1545,01/06/2023 1809,415 E 12TH STREET  ,KANSAS CITY,MO,64108,,,ARREST REPORT,,ARREST,DEP. M. SEWARD,,,
23-00086,01/06/2023 1518,01/06/2023 1545,01/06/2023 1809,415 E 12TH STREET  ,KANSAS CITY,MO,64108,,,ARREST REPORT,,ARREST,DEP. M. SEWARD,,,
23-00087,01/06/2023 1737,01/06/2023 0824,01/06/2023 1946,1606  SUMMIT DR  ,OAK GROVE,MO,64075,,,ANIMAL TRESPASS,90J,ARREST,DEP. D. ATKINS,,20,88
23-00087,01/06/2023 1737,01/06/2023 0824,01/06/2023 1946,1606  SUMMIT DR  ,OAK GROVE,MO,64075,,,ANIMAL TRESPASS,90J,ARREST,DEP. D. ATKINS,,20,88
23-00088,01/06/2023 2019,01/06/2023 2019,01/06/2023 2205,  291/CHIPMAN  ,LEES SUMMIT,MO,64086,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00088,01/06/2023 2019,01/06/2023 2019,01/06/2023 2205,  291/CHIPMAN  ,LEES SUMMIT,MO,64086,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00089,01/06/2023 2212,01/06/2023 2212,01/06/2023 2329,  PROSPECT/12  ,KANSAS CITY,MO,64127,,,ARREST REPORT,,ARREST,DEP. S. PLAIN,,,
23-00089,01/06/2023 2212,01/06/2023 2212,01/06/2023 2329,  PROSPECT/12  ,KANSAS CITY,MO,64127,,,ARREST REPORT,,ARREST,DEP. S. PLAIN,,,
23-00090,01/07/2023 0002,01/07/2023 0002,01/07/2023 0151,1807 N PLYMOUTH RD  ,INDEPENDENCE,MO,64058,,,ARREST REPORT,,ARREST,DEP. N. TRASK,1,,
23-00090,01/07/2023 0002,01/07/2023 0002,01/07/2023 0151,1807 N PLYMOUTH RD  ,INDEPENDENCE,MO,64058,,,ARREST REPORT,,ARREST,DEP. N. TRASK,1,,
23-00091,01/07/2023 0039,01/07/2023 0039,01/07/2023 0134, S ADAMS DAIRY/SUNNYSIDE SCHOOL  ,BLUE SPRINGS,MO,64014,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00091,01/07/2023 0039,01/07/2023 0039,01/07/2023 0134, S ADAMS DAIRY/SUNNYSIDE SCHOOL  ,BLUE SPRINGS,MO,64014,,,EXCEEDED POSTED SPEED LIMIT,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00091,01/07/2023 0039,01/07/2023 0039,01/07/2023 0134, S ADAMS DAIRY/SUNNYSIDE SCHOOL  ,BLUE SPRINGS,MO,64014,,,CHANGE LANE-NOT SAFE,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00091,01/07/2023 0039,01/07/2023 0039,01/07/2023 0134, S ADAMS DAIRY/SUNNYSIDE SCHOOL  ,BLUE SPRINGS,MO,64014,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00091,01/07/2023 0039,01/07/2023 0039,01/07/2023 0134, S ADAMS DAIRY/SUNNYSIDE SCHOOL  ,BLUE SPRINGS,MO,64014,,,EXCEEDED POSTED SPEED LIMIT,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00091,01/07/2023 0039,01/07/2023 0039,01/07/2023 0134, S ADAMS DAIRY/SUNNYSIDE SCHOOL  ,BLUE SPRINGS,MO,64014,,,CHANGE LANE-NOT SAFE,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-00092,01/07/2023 0216,01/07/2023 0216,01/07/2023 0255,  E ARMOUR BLVD/ BROADWAY BLVD  ,KANSAS CITY,MO,64111,,,NO HEADLIGHTS WHEN REQUIRED,90Z,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-00092,01/07/2023 0216,01/07/2023 0216,01/07/2023 0255,  E ARMOUR BLVD/ BROADWAY BLVD  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-00092,01/07/2023 0216,01/07/2023 0216,01/07/2023 0255,  E ARMOUR BLVD/ BROADWAY BLVD  ,KANSAS CITY,MO,64111,,,NO VALID OPERATORS LICENSE,90Z,INVESTIGATIVE,DEP. S. STOFF,8,13,88
23-00092,01/07/2023 0216,01/07/2023 0216,01/07/2023 0255,  E ARMOUR BLVD/ BROADWAY BLVD  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. STOFF,8,13,88
